f1,accuracy,recall,precision,auc,exp_idx,epsilon,gen_idx,engine,similarity
0.44066455696202533,0.7394508936797494,0.4344773790951638,0.44703049759229535,0.7065235532621947,0,0.1,4,priv_bayes,0.9241423789195663
0.4040739970900021,0.6478103310607457,0.5054602184087363,0.3365650969529086,0.6320621051621317,1,0.1,0,priv_bayes,0.794974560568369
0.40343985561099904,0.6548737792518887,0.49401976079043164,0.3409294814283151,0.6369505202403513,1,0.1,1,priv_bayes,0.7943705660145572
0.4046456094648866,0.6631042319267858,0.484659386375455,0.34730762064468046,0.6463425203674814,1,0.1,2,priv_bayes,0.7955324877409581
0.3955948097263112,0.659541797186905,0.4716588663546542,0.3406572769953052,0.6360658471373033,1,0.1,3,priv_bayes,0.7957269944616772
0.3950858882365732,0.6582519501259136,0.47243889755590224,0.33949925261584457,0.6387353081578027,1,0.1,4,priv_bayes,0.79640264938628
0.323118932038835,0.7259382101836497,0.27691107644305774,0.387836853605244,0.6790782688806547,2,0.1,0,priv_bayes,0.8743640142092278
0.2852469741576709,0.7315889687365641,0.2267290691627665,0.3844797178130511,0.7044983367489103,2,0.1,1,priv_bayes,0.871881494221103
0.28032786885245903,0.7303605429641914,0.22230889235569423,0.3793256433007986,0.7047001872033063,2,0.1,2,priv_bayes,0.8737702568512432
0.2960335375685263,0.7318346538910386,0.23868954758190328,0.3896434634974533,0.6950043920534466,2,0.1,3,priv_bayes,0.8739954751594444
0.321468122132574,0.7365640931146735,0.2641705668226729,0.4105050505050505,0.7013905381305723,2,0.1,4,priv_bayes,0.8733147016369277
0.43520227111426546,0.7556046925864505,0.3985959438377535,0.47921225382932164,0.6885849579540078,3,0.1,0,priv_bayes,0.853285628000778
0.46243400568566406,0.7560960628953995,0.44409776391055644,0.482349618751765,0.7050294082531294,3,0.1,1,priv_bayes,0.8509054799709262
0.43984803714647525,0.7554818500092132,0.40639625585023403,0.47930082796688134,0.6989301099989316,3,0.1,2,priv_bayes,0.8508440567959625
0.4436421981548336,0.7444260180578589,0.43135725429017163,0.45664739884393063,0.6883779532926392,3,0.1,3,priv_bayes,0.8521697736556003
0.4565043894652833,0.7490326147042565,0.44617784711388453,0.4673202614379085,0.6967105181995781,3,0.1,4,priv_bayes,0.85211346907855
0.39027720879421,0.7257539463177938,0.3715548621944878,0.41098648259994247,0.6751982069632605,4,0.1,0,priv_bayes,0.9200679749802934
0.41645983017635535,0.7256311037405565,0.41445657826313054,0.4184825413494355,0.6738098643366723,4,0.1,1,priv_bayes,0.91912615296418
0.4118968935888962,0.7267366869356919,0.4050962038481539,0.4189298198440441,0.6835074995279666,4,0.1,2,priv_bayes,0.9183941934625267
0.3928665785997358,0.7177077575087525,0.38663546541861676,0.3993018259935553,0.6593330560725444,4,0.1,3,priv_bayes,0.9204467512259042
0.40804745937580605,0.7180762852404643,0.41133645345813835,0.4048106448311157,0.6784554462194571,4,0.1,4,priv_bayes,0.9186040559769867
0.5102276001152406,0.7911676186966402,0.46047841913676546,0.5720284237726099,0.7880196679519774,0,1.0,0,priv_bayes,0.9648505881269003
0.4919850187265918,0.7917204102942079,0.42693707748309934,0.5804171085189113,0.7787950279571295,0,1.0,1,priv_bayes,0.9630949090425153
0.5083220872694557,0.7985995946194951,0.4407176287051482,0.6004250797024442,0.7829747343492452,0,1.0,2,priv_bayes,0.9638882917191323
0.5044965354562878,0.7935630489527671,0.4448777951118045,0.5825672454885938,0.7809250222843654,0,1.0,3,priv_bayes,0.964476930479203
0.5,0.7932559425096739,0.437597503900156,0.5831600831600832,0.7866416441941152,0,1.0,4,priv_bayes,0.9624653214991349
0.5013404825737265,0.7943615257048093,0.437597503900156,0.5868200836820083,0.7923033053207936,1,1.0,0,priv_bayes,0.9765465843596122
0.4868008948545861,0.7886493458632762,0.4243369734789392,0.5708289611752361,0.7872780894347956,1,1.0,1,priv_bayes,0.9800681797242099
0.4845528455284553,0.785823966586819,0.42615704628185125,0.5614936622130867,0.7805274374223862,1,1.0,2,priv_bayes,0.977693150292272
0.4847094801223241,0.7930102573551994,0.4121164846593864,0.5883444691907943,0.78321196378213,1,1.0,3,priv_bayes,0.9776522015089627
0.47850354502941617,0.787666605245378,0.4123764950598024,0.5698886094143011,0.7844615191925731,1,1.0,4,priv_bayes,0.9778671826213362
0.2566788894709272,0.7385295743504698,0.19110764430577223,0.39074960127591707,0.7371900706345905,2,1.0,0,priv_bayes,0.9605970332606493
0.32202052091554856,0.7361955653829617,0.26521060842433697,0.40980313378867017,0.737605595900555,2,1.0,1,priv_bayes,0.9605048984982035
0.25615763546798026,0.7403107917204103,0.1892875715028601,0.39608269858541895,0.7445347528416618,2,1.0,2,priv_bayes,0.9634941596797805
0.2812446862778439,0.7403722130090289,0.21502860114404576,0.4063882063882064,0.7373629299816142,2,1.0,3,priv_bayes,0.9616872946162588
0.28997289972899726,0.7425219581106811,0.22256890275611024,0.4159378036929057,0.7369099870548904,2,1.0,4,priv_bayes,0.9610065210937421
0.4969162995594713,0.7895706651925557,0.43993759750390016,0.5708502024291497,0.782413103520522,3,1.0,0,priv_bayes,0.9652088899808563
0.5134354232880671,0.7931330999324366,0.4620384815392616,0.5776983094928478,0.7879249790015725,3,1.0,1,priv_bayes,0.9631460950216516
0.5213785213785214,0.794422946993428,0.47399895995839836,0.5792818557356212,0.7899932796668522,3,1.0,2,priv_bayes,0.9642210005835201
0.5091770278271167,0.7963270069406057,0.44721788871554863,0.5910652920962199,0.7871835991252275,3,1.0,3,priv_bayes,0.9653931595057482
0.512202208018594,0.793747312818623,0.4583983359334373,0.5803159973666886,0.7861491821956754,3,1.0,4,priv_bayes,0.9637808011629455
0.5192961703386072,0.8003193907008169,0.45657826313052524,0.6019883441892355,0.7998635023808672,4,1.0,0,priv_bayes,0.9706346037693355
0.5098151597650092,0.7898777716356489,0.4625585023400936,0.5678263645068624,0.7878700704924055,4,1.0,1,priv_bayes,0.9680906606062467
0.5048062918729973,0.7911676186966402,0.4505980239209568,0.573841059602649,0.7908475084479857,4,1.0,2,priv_bayes,0.9669082644881914
0.5060276389297266,0.7936244702413857,0.44747789911596464,0.5822056833558863,0.7915730806956445,4,1.0,3,priv_bayes,0.9694214960637982
0.5015796599969911,0.7965112708064616,0.4334373374934997,0.5951445912174224,0.7829272487345009,4,1.0,4,priv_bayes,0.9676606983814994
0.5249169435215948,0.8067686260057736,0.45189807592303693,0.6260806916426513,0.805623114349584,0,10.0,0,priv_bayes,0.9863282249726155
0.529655990510083,0.8051716725016891,0.46437857514300573,0.6162870945479642,0.8070169561909135,0,10.0,1,priv_bayes,0.9885189848796617
0.5192307692307693,0.8034518764203673,0.44929797191887677,0.6149466192170818,0.8030021739671356,0,10.0,2,priv_bayes,0.9879201089237636
0.5312217194570136,0.8091026349732817,0.4578783151326053,0.6325431034482759,0.8123798301349022,0,10.0,3,priv_bayes,0.9876027558531167
0.5309495192307692,0.8082427369326208,0.4594383775351014,0.6288256227758007,0.8050998943858035,0,10.0,4,priv_bayes,0.9873826561428293
0.5181284790130886,0.8032676125545114,0.44773790951638065,0.6147804355587291,0.7987869108652563,1,10.0,0,priv_bayes,0.9924347122836114
0.4963751349683787,0.799459492660156,0.41835673426937076,0.6101630640879787,0.8027017349290675,1,10.0,1,priv_bayes,0.9933099925268473
0.5108264714852089,0.8029605061114182,0.43551742069682786,0.6176253687315634,0.802318818124659,1,10.0,2,priv_bayes,0.9933867714955519
0.5188309731846942,0.8038204041520791,0.44773790951638065,0.6167621776504298,0.8041311334801602,1,10.0,3,priv_bayes,0.9933355855164153
0.5060827250608273,0.8005036545666728,0.4326573062922517,0.6095238095238096,0.8027823517444116,1,10.0,4,priv_bayes,0.9939958846472775
0.5252075919335706,0.80332903384313,0.46047841913676546,0.6111111111111112,0.8018254047411594,2,10.0,0,priv_bayes,0.9886930172087262
0.5195989061075661,0.8057858853878754,0.44461778471138846,0.625,0.8056869721511819,2,10.0,1,priv_bayes,0.98671211981614
0.5353625783348254,0.8087341072415699,0.4664586583463339,0.6281512605042017,0.808734666234257,2,10.0,2,priv_bayes,0.9869015079389453
0.5142343422235541,0.8008721822983846,0.44617784711388453,0.6067892503536068,0.8021989017879975,2,10.0,3,priv_bayes,0.9872854027824699
0.527522244005429,0.8075671027578158,0.4547581903276131,0.6280071813285458,0.8108962026353993,2,10.0,4,priv_bayes,0.9882784107777197
0.5383493729950424,0.8055402002334009,0.4799791991679667,0.6128818061088978,0.8170414914706763,3,10.0,0,priv_bayes,0.9934123644851204
0.5328957183350739,0.8076899453350531,0.46437857514300573,0.6251312565628281,0.8159304200877323,3,10.0,1,priv_bayes,0.9935403294329617
0.5210084033613445,0.8039432467293164,0.4513780551222049,0.6160397444996452,0.8142545709870213,3,10.0,2,priv_bayes,0.9938576825036085
0.5324101355332941,0.8050488299244518,0.4698387935517421,0.6142080217539089,0.8099148750831416,3,10.0,3,priv_bayes,0.9937297175557672
0.5288135593220339,0.8036361402862232,0.4664586583463339,0.6104117046614495,0.8182827771494454,3,10.0,4,priv_bayes,0.9921941381816692
0.5207857469164002,0.806707204717155,0.44461778471138846,0.6284454244762955,0.8054635639386171,4,10.0,0,priv_bayes,0.9908325911366358
0.5348665782102315,0.8062158344082059,0.4716588663546542,0.6176370446033368,0.805593140492809,4,10.0,1,priv_bayes,0.9919791570692956
0.5362023844140739,0.8040660893065537,0.4794591783671347,0.6081794195250659,0.8056824034119385,4,10.0,2,priv_bayes,0.9908786585178588
0.5304360767971424,0.8062158344082059,0.46333853354134164,0.6202575704838148,0.808822528212749,4,10.0,3,priv_bayes,0.9913290951342608
0.5175505242364383,0.8049874086358332,0.44279771190847633,0.6226691042047532,0.8091483305492252,4,10.0,4,priv_bayes,0.991190892990592
0.5486725663716815,0.8089183711074258,0.4916796671866875,0.620610436494913,0.8201245331678968,0,100.0,0,priv_bayes,0.9938269709161268
0.5445544554455445,0.807874209200909,0.4862194487779511,0.6187954996690933,0.8125308076255499,0,100.0,1,priv_bayes,0.9932229763623149
0.538952366820003,0.8091640562619004,0.4721788871554862,0.6277220877981334,0.8146333058790788,0,100.0,2,priv_bayes,0.9918102433381448
0.548882069267865,0.810392482034273,0.48829953198127923,0.6266266266266266,0.8180497923575969,0,100.0,3,priv_bayes,0.9931206044040417
0.5430717125607422,0.8094097414163749,0.4794591783671347,0.6261460101867572,0.8164069908192387,0,100.0,4,priv_bayes,0.9931922647748328
0.5171455050973123,0.8079970517781463,0.43525741029641185,0.636986301369863,0.8104791300618652,1,100.0,0,priv_bayes,0.9931052486103006
0.5246494798733604,0.8063386769854431,0.45241809672386896,0.6243272335844995,0.809834979647678,1,100.0,1,priv_bayes,0.9936427013912349
0.5280240420736289,0.8070757324488668,0.45683827353094125,0.6254894980420078,0.8085474106539653,1,100.0,2,priv_bayes,0.9942774075325288
0.5262197902416781,0.808549843375714,0.4500780031201248,0.6333699231613611,0.8106296057230306,1,100.0,3,priv_bayes,0.9923016287378562
0.5334917570176742,0.8070757324488668,0.4669786791471659,0.6220990647731209,0.812853651259038,1,100.0,4,priv_bayes,0.9926650491897259
0.5323935212957409,0.8084884220870954,0.46151846073842956,0.6289865343727853,0.8182093741329066,2,100.0,0,priv_bayes,0.9927878955396537
0.5435069699192958,0.8089183711074258,0.48153926157046284,0.6237790501852476,0.8162981565503071,2,100.0,1,priv_bayes,0.9939139870806589
0.5483682983682985,0.8095940052822308,0.48933957358294333,0.6235917826375083,0.8196151866983405,2,100.0,2,priv_bayes,0.9938883940910905
0.5295987887963663,0.8091640562619004,0.4547581903276131,0.6339253352664008,0.8177172885065784,2,100.0,3,priv_bayes,0.9937041245661988
0.5345744680851063,0.806522940851299,0.4703588143525741,0.6190965092402464,0.8149977490856771,2,100.0,4,priv_bayes,0.9924756610669206
0.5535255495289751,0.807874209200909,0.5041601664066563,0.6136075949367089,0.8195963053640763,3,100.0,0,priv_bayes,0.9931717903831783
0.54227666567075,0.8118051716725017,0.4719188767550702,0.6372893258426966,0.8130217327712007,3,100.0,1,priv_bayes,0.9938986312869179
0.5581594741354674,0.8100853755911799,0.5078003120124805,0.6196065989847716,0.8204908791446149,3,100.0,2,priv_bayes,0.9930284696415957
0.5407243163340724,0.8091640562619004,0.4755590223608944,0.6265844467283316,0.8199726670208748,3,100.0,3,priv_bayes,0.9925012540564889
0.5476399882732336,0.8104539033228917,0.48569942797711907,0.6276881720430108,0.8245777784468837,3,100.0,4,priv_bayes,0.993038706837423
0.5244828099419557,0.8037589828634605,0.4581383255330213,0.613296206056387,0.8051437417368025,4,100.0,0,priv_bayes,0.9934686690621705
0.5294296116504854,0.8094711627049935,0.453718148725949,0.635469774217043,0.8108806981953586,4,100.0,1,priv_bayes,0.9942313401513058
0.5273273273273273,0.8066457834285363,0.45657826313052524,0.6240227434257285,0.8104281525503079,4,100.0,2,priv_bayes,0.9921787823879282
0.550682544292768,0.8099625330139426,0.49297971918876754,0.6236842105263158,0.8086530562147294,4,100.0,3,priv_bayes,0.9939088684827452
0.5276366895727517,0.8057858853878754,0.4591783671346854,0.6200842696629213,0.805733276375687,4,100.0,4,priv_bayes,0.9916873969882171
0.5151561309977151,0.8044960383268841,0.43967758710348415,0.621919823464509,0.8056530882063591,0,1000.0,0,priv_bayes,0.9929772836624592
0.5279503105590062,0.8039432467293164,0.4641185647425897,0.6121399176954733,0.8043604695534826,0,1000.0,1,priv_bayes,0.9936887687724578
0.5303717135086129,0.8091026349732817,0.45631825273010923,0.6331168831168831,0.8134440327351735,0,1000.0,2,priv_bayes,0.9950707902091459
0.5405163408446501,0.8108838523432221,0.4708788351534061,0.6343257443082312,0.8142589619949897,0,1000.0,3,priv_bayes,0.9942159843575648
0.5284689360402992,0.8102696394570358,0.4500780031201248,0.6399260628465804,0.8105417437445387,0,1000.0,4,priv_bayes,0.9947124883551898
0.5387355298308104,0.8091026349732817,0.4719188767550702,0.6275933609958506,0.811516463875282,1,1000.0,0,priv_bayes,0.9923118659336835
0.5346712595477011,0.8091640562619004,0.4641185647425897,0.6305192511480042,0.8108546867005361,1,1000.0,1,priv_bayes,0.9940931380076371
0.5307287753568745,0.8081813156440022,0.4591783671346854,0.6286934852260591,0.8105953976800004,1,1000.0,2,priv_bayes,0.9943081191200108
0.5300498387569627,0.8030833486886555,0.4700988039521581,0.6075268817204301,0.8088670342149432,1,1000.0,3,priv_bayes,0.9940726636159823
0.5234939759036146,0.8056630428106382,0.45189807592303693,0.6220472440944882,0.8083187959605236,1,1000.0,4,priv_bayes,0.9943234749137516
0.5439691027926322,0.8114366439407898,0.47607904316172645,0.6344421344421345,0.812183771629112,2,1000.0,0,priv_bayes,0.9935761596183573
0.5169439309919902,0.8073828388919599,0.43629745189807595,0.6341647770219199,0.8097761610504629,2,1000.0,1,priv_bayes,0.9934584318663432
0.5306432038834951,0.8099625330139426,0.4547581903276131,0.6369264384559359,0.8144832588639291,2,1000.0,2,priv_bayes,0.9930796556207325
0.5293233082706766,0.8077513666236718,0.4576183047321893,0.6276747503566333,0.8102399037658331,2,1000.0,3,priv_bayes,0.9932280949602287
0.5252525252525253,0.8065843621399177,0.452938117524701,0.6250448510943667,0.8073233753636434,2,1000.0,4,priv_bayes,0.9940470706264141
0.5121128488193806,0.8045574596155027,0.4342173686947478,0.6240657698056801,0.8025817035898163,3,1000.0,0,priv_bayes,0.9929363348791499
0.5318616629874908,0.8046188809041214,0.4698387935517421,0.6127500847744999,0.8073009394038809,3,1000.0,1,priv_bayes,0.9913342137321747
0.5217780429594272,0.8030833486886555,0.4547581903276131,0.6119664100769769,0.8010140614711843,3,1000.0,2,priv_bayes,0.9931717903831784
0.5157515751575158,0.8017320803390455,0.4469578783151326,0.6095744680851064,0.8045874951202311,3,1000.0,3,priv_bayes,0.9929619278687182
0.521177530790027,0.8041889318837909,0.45111804472178885,0.6169985775248933,0.8017985254995242,3,1000.0,4,priv_bayes,0.9937194803599398
0.5348697994612391,0.8091026349732817,0.46463858554342174,0.6301128349788434,0.8141545919174925,4,1000.0,0,priv_bayes,0.9938064965244721
0.5201834862385322,0.8072599963147227,0.4422776911076443,0.6314031180400891,0.8124538081643895,4,1000.0,1,priv_bayes,0.994272288934615
0.5170216073371677,0.8091640562619004,0.4323972958918357,0.6428295322767684,0.8051897218631004,4,1000.0,2,priv_bayes,0.9925370842418845
0.5329181494661922,0.806522940851299,0.4672386895475819,0.6200828157349897,0.8144266775898217,4,1000.0,3,priv_bayes,0.9940726636159823
0.535001489425082,0.8082427369326208,0.4669786791471659,0.6262203626220363,0.8141544350957794,4,1000.0,4,priv_bayes,0.9935966340100119
0.537349038318175,0.8094097414163749,0.46853874154966196,0.6298497029010836,0.8130723757297699,0,10000.0,0,priv_bayes,0.9940675450180687
0.5310786106032906,0.8109452736318408,0.453198127925117,0.6412803532008831,0.8140773206320291,0,10000.0,1,priv_bayes,0.9936068712058392
0.536748653762189,0.8044960383268841,0.4794591783671347,0.6095867768595041,0.8091324079179493,0,10000.0,2,priv_bayes,0.9925933888189347
0.5273029798820148,0.8080584730667649,0.453198127925117,0.6303797468354431,0.8106612837090885,0,10000.0,3,priv_bayes,0.993883275493177
0.5263632266786842,0.8063386769854431,0.45553822152886114,0.6232657417289221,0.8064979495038266,0,10000.0,4,priv_bayes,0.9932127391664874
0.5205479452054795,0.8086726859529513,0.43967758710348415,0.6378725009430404,0.8119949791960315,1,10000.0,0,priv_bayes,0.9944412026657657
0.5371974902898118,0.8097168478594681,0.4674986999479979,0.6313202247191011,0.8136951042979396,1,10000.0,1,priv_bayes,0.9939702916577091
0.526604665345327,0.8092868988391376,0.44903796151846076,0.6365646885366752,0.8100234793468941,1,10000.0,2,priv_bayes,0.9933560599080701
0.5278969957081544,0.8108224310546035,0.44773790951638065,0.6430171769977595,0.8088309965852596,1,10000.0,3,priv_bayes,0.9936119898037531
0.5305326331582897,0.8078127879122904,0.4596983879355174,0.6271727562965591,0.8116947283440192,1,10000.0,4,priv_bayes,0.9922913915420288
0.5171010998945306,0.8031447699772741,0.44617784711388453,0.6148333930490864,0.798927182660286,2,10000.0,0,priv_bayes,0.9947124883551898
0.5143818849449205,0.8050488299244518,0.437077483099324,0.624907063197026,0.8058458325466111,2,10000.0,1,priv_bayes,0.9935966340100121
0.5302826379542396,0.8070757324488668,0.4609984399375975,0.6240760295670539,0.8091003117406562,2,10000.0,2,priv_bayes,0.9945231002323843
0.5233222991272946,0.8054173576561636,0.45215808632345295,0.6210714285714286,0.8086045878505828,2,10000.0,3,priv_bayes,0.9931410787956962
0.5172149961744453,0.8062158344082059,0.43941757670306814,0.6284864261807364,0.8037760368476661,2,10000.0,4,priv_bayes,0.9922709171503742
0.5286567164179105,0.80603157054235,0.46047841913676546,0.6205325858444288,0.80841207351551,3,10000.0,0,priv_bayes,0.9937194803599398
0.5304049006424623,0.8069528898716295,0.46151846073842956,0.6234632946961715,0.8097925541468783,3,10000.0,1,priv_bayes,0.9923835263044748
0.5277861219585461,0.8068914685830109,0.45683827353094125,0.6248221906116643,0.8090409808591782,3,10000.0,2,priv_bayes,0.9948609276946859
0.5362058647516457,0.8095940052822308,0.4659386375455018,0.631430584918957,0.8089021727334714,3,10000.0,3,priv_bayes,0.9924500680773524
0.5330721711616694,0.8096554265708494,0.45995839833593344,0.6338230025080617,0.8155648164004565,3,10000.0,4,priv_bayes,0.993263925145624
0.5318329878590465,0.8057858853878754,0.4669786791471659,0.6176066024759285,0.8110351153089147,4,10000.0,0,priv_bayes,0.9908786585178587
0.5330915684496828,0.8102082181684171,0.45865834633385333,0.6363636363636364,0.8112498042342281,4,10000.0,1,priv_bayes,0.9927571839521718
0.5388114453411592,0.8069528898716295,0.47737909516380655,0.6183900303132368,0.8099812629417119,4,10000.0,2,priv_bayes,0.9908377097345494
0.533394188346265,0.8116209078066458,0.45579823192927715,0.6428309497616428,0.8153905247484527,4,10000.0,3,priv_bayes,0.9924910168606615
0.5300163861164904,0.8062158344082059,0.4625585023400936,0.6205092431112661,0.8063833337410699,4,10000.0,4,priv_bayes,0.9925524400356255
0.32870699115615515,0.3612800196548124,0.6619864794591783,0.21863460712752253,0.46501607631655484,0,0.001,0,synth_pop,0.5978624735112558
